date,day_index,new_blocks_total,new_blocks_atom,new_blocks_photon,new_blocks_spin,cumulative_blocks,daily_workloads,cumulative_workloads,workloads_new_blocks,workloads_older_blocks,perc_new_workloads,perc_old_workloads,cumulative_workloads_new,cumulative_workloads_old,acquisition_cost,lease_fee_cost,workload_trigger_cost,workload_execution_cost,total_daily_cost,cost_per_workload
2023-05-07,127,4895,1627,1650,1618,686665,23393861,3540627987,13384807,10009054,0.5721504030480475,0.42784959695195246,1961960902,1578667085,979.0,192076.8,233938.61000000002,2027467.9533333334,2454462.3633333333,0.10491907955396218
2023-05-08,128,2732,881,933,918,689397,43379105,3584007092,22796508,20582597,0.5255181728622571,0.47448182713774295,1984757410,1599249682,546.4,105832.8,433791.05,3759522.4333333336,4299692.683333334,0.09911898097790016
2023-05-09,129,9237,3052,3103,3082,698634,13222435,3597229527,7091309,6131126,0.5363088568784796,0.4636911431215204,1991848719,1605380808,1847.4,361039.2,132224.35,1145944.3666666667,1641055.316666667,0.12411143005555837
2023-05-10,130,6576,2227,2187,2162,705210,23431082,3620660609,12244536,11186546,0.522576635598817,0.477423364401183,2004093255,1616567354,1315.2,259831.2,234310.82,2030693.7733333334,2526150.9933333336,0.10781196503573047
2023-05-11,131,2637,876,868,893,707847,1417793,3622078402,719426,698367,0.5074266835849803,0.49257331641501967,2004812681,1617265721,527.4,102892.8,14177.93,122875.39333333334,240473.52333333335,0.1696111656167955
2023-05-12,132,8758,2959,2907,2892,716605,11310440,3633388842,6077004,5233436,0.5372915642539106,0.46270843574608944,2010889685,1622499157,1751.6000000000001,345463.2,113104.40000000001,980238.1333333334,1440557.3333333335,0.1273652778612798
2023-05-13,133,1346,424,449,473,717951,19892275,3653281117,10446404,9445871,0.5251487826304432,0.47485121736955677,2021336089,1631945028,269.2,51232.8,198922.75,1723997.1666666667,1974421.9166666667,0.09925571191161729
2023-05-14,134,2703,930,894,879,720654,34617940,3687899057,20346907,14271033,0.5877561460907264,0.41224385390927365,2041682996,1646216061,540.6,107582.4,346179.4,3000221.466666667,3454523.8666666667,0.09978998942937294
2023-05-15,135,6075,2014,2020,2041,726729,29212427,3717111484,14622979,14589448,0.5005739167101727,0.4994260832898273,2056305975,1660805509,1215.0,237321.6,292124.27,2531743.6733333333,3062404.5433333335,0.10483225318229579
2023-05-16,136,1034,335,327,372,727763,44805758,3761917242,25815276,18990482,0.5761597873201922,0.4238402126798078,2082121251,1679795991,206.8,39463.2,448057.58,3883165.6933333334,4370893.273333333,0.09755204394339971
2023-05-17,137,3659,1175,1245,1239,731422,7282277,3769199519,4022447,3259830,0.5523611639601185,0.44763883603988147,2086143698,1683055821,731.8000000000001,141314.4,72822.77,631130.6733333333,845999.6433333333,0.11617240642361357
2023-05-18,138,1778,580,621,577,733200,27282570,3796482089,14910099,12372471,0.5465063958417408,0.4534936041582593,2101053797,1695428292,355.6,69655.2,272825.7,2364489.4,2707325.9,0.09923280321465316
2023-05-19,139,5225,1734,1756,1735,738425,17581342,3814063431,10296234,7285108,0.5856341341861162,0.41436586581388385,2111350031,1702713400,1045.0,204720.0,175813.42,1523716.3066666666,1905294.7266666666,0.10837026699478723
2023-05-20,140,8050,2723,2684,2643,746475,19003705,3833067136,10861385,8142320,0.571540391728876,0.42845960827112395,2122211416,1710855720,1610.0,318052.8,190037.05000000002,1646987.7666666668,2156687.6166666667,0.11348774445123552
2023-05-21,141,9142,2983,3051,3108,755617,1610406,3834677542,807826,802580,0.5016287818103012,0.49837121818969876,2123019242,1711658300,1828.4,354448.8,16104.06,139568.52000000002,511949.78,0.3179010634585316
2023-05-22,142,4893,1652,1630,1611,760510,27438646,3862116188,14554426,12884220,0.5304352845982269,0.4695647154017731,2137573668,1724542520,978.6,193089.6,274386.46,2378015.986666667,2846470.646666667,0.10373947193555641
2023-05-23,143,1349,437,440,472,761859,24463887,3886580075,13567565,10896322,0.5545956372345899,0.44540436276541007,2151141233,1735438842,269.8,51835.2,244638.87,2120203.54,2416947.41,0.09879654079500941
2023-05-24,144,5415,1829,1850,1736,767274,25453573,3912033648,13273545,12180028,0.5214806188506423,0.4785193811493577,2164414778,1747618870,1083.0,214953.6,254535.73,2205976.3266666667,2676548.6566666667,0.1051541430614345
2023-05-25,145,5326,1755,1767,1804,772600,35973239,3948006887,18354321,17618918,0.5102215288425932,0.48977847115740675,2182769099,1765237788,1065.2,207290.4,359732.39,3117680.7133333334,3685768.703333333,0.10245862774084183
2023-05-26,146,5733,1936,1919,1878,778333,9191276,3957198163,4882630,4308646,0.5312243914773096,0.46877560852269046,2187651729,1769546434,1146.6000000000001,226504.8,91912.76,796577.2533333334,1116141.4133333333,0.121434870776738
2023-05-27,147,4164,1412,1376,1376,782497,44665632,4001863795,26220826,18444806,0.5870470163726778,0.41295298362732225,2213872555,1787991240,832.8000000000001,164409.6,446656.32,3871021.44,4482920.16,0.10036620907994764
2023-05-28,148,3435,1109,1190,1136,785932,38039084,4039902879,19388918,18650166,0.5097104336161197,0.4902895663838803,2233261473,1806641406,687.0,133593.6,380390.84,3296720.6133333333,3811392.053333333,0.10019673589756613
2023-05-29,149,7122,2387,2381,2354,793054,13426172,4053329051,7687163,5739009,0.5725506123413285,0.4274493876586714,2240948636,1812380415,1424.4,280178.4,134261.72,1163601.5733333335,1579466.0933333335,0.11764083562562237
2023-05-30,150,5338,1730,1786,1822,798392,37778220,4091107271,19030278,18747942,0.5037367562579709,0.4962632437420291,2259978914,1831128357,1067.6000000000001,206347.2,377782.2,3274112.4,3859309.4,0.1021569941622448
2023-05-31,151,9671,3266,3152,3253,808063,45083732,4136191003,24919979,20163753,0.5527488052674965,0.4472511947325035,2284898893,1851292110,1934.2,379852.8,450837.32,3907256.7733333334,4739881.093333334,0.10513506497938843
2023-06-01,152,4754,1612,1605,1537,812817,14848903,4151039906,7911009,6937894,0.5327672353977934,0.46723276460220664,2292809902,1858230004,950.8000000000001,188599.2,148489.03,1286904.9266666668,1624943.9566666668,0.109431919426416
2023-06-02,153,6507,2204,2220,2083,819324,41082556,4192122462,22705627,18376929,0.552682919728753,0.447317080271247,2315515529,1876606933,1301.4,258604.8,410825.56,3560488.186666667,4231219.946666667,0.10299310360987927
2023-06-03,154,9310,3066,3054,3190,828634,16385110,4208507572,9250288,7134822,0.5645545254197256,0.4354454745802744,2324765817,1883741755,1862.0,361320.0,163851.1,1420042.8666666667,1947075.9666666668,0.11883203510178857
2023-06-04,155,6572,2151,2239,2182,835206,3539800,4212047372,1809726,1730074,0.5112509181309679,0.48874908186903215,2326575543,1885471829,1314.4,256423.2,35398.0,306782.6666666667,599918.2666666666,0.16947801194041093
2023-06-05,156,5798,1920,1970,1908,841004,23171462,4235218834,13221732,9949730,0.570604133653716,0.42939586634628407,2339797275,1895421559,1159.6000000000001,227476.8,231714.62,2008193.3733333333,2468544.3933333335,0.10653382135893426
2023-06-06,157,5073,1738,1689,1646,846077,48818318,4284037152,28281911,20536407,0.5793298941598111,0.42067010584018893,2368079186,1915957966,1014.6,201741.6,488183.18,4230920.893333334,4921860.273333333,0.10081994781822129
2023-06-07,158,1311,459,422,430,847388,49492510,4333529662,28042518,21449992,0.5666012493607618,0.43339875063923816,2396121704,1937407958,262.2,52368.0,494925.10000000003,4289350.866666667,4836906.166666667,0.09773006393627373
2023-06-08,159,8928,2910,3054,2964,856316,3975357,4337505019,2271960,1703397,0.5715109359989555,0.4284890640010444,2398393664,1939111355,1785.6000000000001,347918.4,39753.57,344530.94,733988.51,0.18463461520562807
2023-06-09,160,4847,1636,1639,1572,861163,44720618,4382225637,26323639,18396979,0.5886242225006819,0.4113757774993181,2424717303,1957508334,969.4000000000001,191887.2,447206.18,3875786.8933333335,4515849.673333334,0.10097914284935271
2023-06-10,161,5446,1902,1792,1752,866609,19867541,4402093178,10869449,8998092,0.5470958383828175,0.4529041616171825,2435586752,1966506426,1089.2,218275.2,198675.41,1721853.5533333335,2139893.3633333333,0.10770801295104077
2023-06-11,162,2993,1008,1004,981,869602,5511664,4407604842,3135527,2376137,0.5688893590030162,0.4311106409969839,2438722279,1968882563,598.6,118137.6,55116.64,477677.5466666667,651530.3866666667,0.11820938044602623
2023-06-12,163,1799,582,586,631,871401,12019110,4419623952,6550410,5468700,0.5449995881558618,0.4550004118441382,2445272689,1974351263,359.8,69057.6,120191.1,1041656.2000000001,1231264.7000000002,0.10244225237975192
2023-06-13,164,8060,2589,2638,2833,879461,17896443,4437520395,9824331,8072112,0.548954392780733,0.45104560721926695,2455097020,1982423375,1612.0,308572.8,178964.43,1551025.06,2040174.29,0.1139988706135627
2023-06-14,165,6456,2201,2125,2130,885917,36523877,4474044272,19114162,17409715,0.5233333252107929,0.47666667478920705,2474211182,1999833090,1291.2,255420.0,365238.77,3165402.6733333333,3787352.6433333335,0.10369525237787143
2023-06-15,166,5761,1927,1873,1961,891678,37050451,4511094723,20834286,16216165,0.5623220618825936,0.43767793811740646,2495045468,2016049255,1152.2,224997.6,370504.51,3211039.086666667,3807693.396666667,0.10277050059840478
2023-06-16,167,3508,1182,1122,1204,895186,7416397,4518511120,4265347,3151050,0.5751238775378394,0.42487612246216055,2499310815,2019200305,701.6,137054.4,74163.97,642754.4066666667,854674.3766666667,0.11524118472442436
2023-06-17,168,5614,1869,1864,1881,900800,9518951,4528030071,5324564,4194387,0.5593645770421551,0.4406354229578448,2504635379,2023394692,1122.8,219729.6,95189.51,824975.7533333334,1141017.6633333333,0.11986800471326445
2023-06-18,169,1643,548,538,557,902443,11811842,4539841913,6175851,5635991,0.5228524898995431,0.4771475101004568,2510811230,2029030683,328.6,64171.2,118118.42,1023692.9733333334,1206311.1933333334,0.10212727137167373
2023-06-19,170,7177,2416,2347,2414,909620,13885862,4553727775,8246510,5639352,0.5938781474279379,0.4061218525720621,2519057740,2034670035,1435.4,281618.4,138858.62,1203441.3733333333,1625353.7933333335,0.11705098274297508
2023-06-20,171,9656,3284,3163,3209,919276,34046112,4587773887,20411154,13634958,0.599514975454466,0.40048502454553403,2539468894,2048304993,1931.2,381122.4,340461.12,2950663.04,3674177.76,0.107917689984689
2023-06-21,172,5103,1727,1704,1672,924379,26991611,4614765498,14587633,12403978,0.5404506237141606,0.4595493762858393,2554056527,2060708971,1020.6,201739.2,269916.11,2339272.9533333336,2811948.8633333337,0.10417862288150692
2023-06-22,173,1528,504,491,533,925907,14091942,4628857440,7070880,7021062,0.5017676059126556,0.4982323940873444,2561127407,2067730033,305.6,59080.8,140919.42,1221301.6400000001,1421607.4600000002,0.10088087646117194
2023-06-23,174,6718,2226,2267,2225,932625,10381696,4639239136,5602611,4779085,0.5396624019813333,0.4603375980186667,2566730018,2072509118,1343.6000000000001,263244.0,103816.96,899746.9866666667,1268151.5466666666,0.12215263735970179
2023-06-24,175,5261,1739,1802,1720,937886,36790906,4676030042,20671751,16119155,0.5618712135004231,0.4381287864995768,2587401769,2088628273,1052.2,206592.0,367909.06,3188545.186666667,3764098.4466666672,0.10231056681960121
2023-06-25,176,8420,2880,2744,2796,946306,29150067,4705180109,15425075,13724992,0.5291608763712276,0.47083912362877245,2602826844,2102353265,1684.0,332985.6,291500.67,2526339.14,3152509.41,0.10814758710503136
2023-06-26,177,9545,3199,3178,3168,955851,27589254,4732769363,14348899,13240355,0.5200901408932623,0.4799098591067377,2617175743,2115593620,1909.0,375148.8,275892.54,2391068.68,3044019.02,0.11033350231216836
2023-06-27,178,5625,1885,1847,1893,961476,19807451,4752576814,9954897,9852554,0.5025834470068864,0.49741655299311355,2627130640,2125446174,1125.0,220384.8,198074.51,1716645.7533333334,2136230.0633333335,0.10784982193485337
2023-06-28,179,2410,823,780,807,963886,10144086,4762720900,6039907,4104179,0.595411651675666,0.404588348324334,2633170547,2129550353,482.0,95083.2,101440.86,879154.12,1076160.18,0.1060874464195197
2023-06-29,180,4682,1053,1987,1642,968568,2586080,4765306980,1500428,1085652,0.580193961517045,0.4198060384829549,2634670975,2130636005,936.4000000000001,163111.2,25860.8,224126.93333333335,414035.3333333334,0.1601015178700324
